replication,hour,phase,dept,dept_name,arrivals,patients,staff,beds,bed_util,staff_util,wait
3,2,early,surgery,Surgical Care,0,1,1,5,0.2,0.5,7.5
3,2,early,critical_care,Critical Care,0,1,1,5,0.2,0.5,7.5
3,2,early,step_down,Step Down,0,0,2,6,0.0,0.0,0.0
3,3,early,emergency_walkin,Emergency Walk-in,5,10,7,29,0.3448275862068966,0.7142857142857143,2.678571428571429
3,3,early,emergency_ambulance,Emergency Ambulance,0,1,1,6,0.16666666666666666,0.5,7.5
3,3,early,surgery,Surgical Care,1,2,1,5,0.4,1.0,999.0
3,3,early,critical_care,Critical Care,1,2,1,5,0.4,1.0,999.0
3,3,early,step_down,Step Down,1,1,2,6,0.16666666666666666,0.25,1.25
3,4,early,emergency_walkin,Emergency Walk-in,5,11,7,29,0.3793103448275862,0.7857142857142857,3.928571428571429
3,4,early,emergency_ambulance,Emergency Ambulance,1,2,1,6,0.3333333333333333,1.0,999.0
3,4,early,surgery,Surgical Care,1,3,1,5,0.6,1.5,999.0
3,4,early,critical_care,Critical Care,2,4,1,5,0.8,2.0,999.0
3,4,early,step_down,Step Down,0,1,2,6,0.16666666666666666,0.25,1.25
3,5,early,emergency_walkin,Emergency Walk-in,4,11,7,29,0.3793103448275862,0.7857142857142857,3.928571428571429
3,5,early,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,5,early,surgery,Surgical Care,0,2,1,5,0.4,1.0,999.0
3,5,early,critical_care,Critical Care,0,3,1,5,0.6,1.5,999.0
3,5,early,step_down,Step Down,1,2,2,6,0.3333333333333333,0.5,3.75
3,6,early,emergency_walkin,Emergency Walk-in,9,16,7,29,0.5517241379310345,1.1428571428571428,999.0
3,6,early,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,6,early,surgery,Surgical Care,2,4,1,5,0.8,2.0,999.0
3,6,early,critical_care,Critical Care,0,2,1,5,0.4,1.0,999.0
3,6,early,step_down,Step Down,0,2,2,6,0.3333333333333333,0.5,3.75
3,7,early,emergency_walkin,Emergency Walk-in,4,14,7,29,0.4827586206896552,1.0,999.0
3,7,early,emergency_ambulance,Emergency Ambulance,1,3,1,6,0.5,1.5,999.0
3,7,early,surgery,Surgical Care,2,5,1,5,1.0,2.5,999.0
3,7,early,critical_care,Critical Care,2,4,1,5,0.8,2.0,999.0
3,7,early,step_down,Step Down,0,2,2,6,0.3333333333333333,0.5,3.75
3,8,early,emergency_walkin,Emergency Walk-in,6,15,7,29,0.5172413793103449,1.0714285714285714,999.0
3,8,early,emergency_ambulance,Emergency Ambulance,1,3,1,6,0.5,1.5,999.0
3,8,early,surgery,Surgical Care,2,5,1,5,1.0,2.5,999.0
3,8,early,critical_care,Critical Care,0,3,1,5,0.6,1.5,999.0
3,8,early,step_down,Step Down,1,3,2,6,0.5,0.75,11.25
3,9,mid,emergency_walkin,Emergency Walk-in,5,14,6,29,0.4827586206896552,1.1666666666666667,999.0
3,9,mid,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,9,mid,surgery,Surgical Care,4,7,1,5,1.4,3.5,999.0
3,9,mid,critical_care,Critical Care,1,3,1,5,0.6,1.5,999.0
3,9,mid,step_down,Step Down,1,3,3,6,0.5,0.5,2.5
3,10,mid,emergency_walkin,Emergency Walk-in,4,13,6,29,0.4482758620689655,1.0833333333333333,999.0
3,10,mid,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,10,mid,surgery,Surgical Care,0,5,1,5,1.0,2.5,999.0
3,10,mid,critical_care,Critical Care,1,3,1,5,0.6,1.5,999.0
3,10,mid,step_down,Step Down,0,2,3,6,0.3333333333333333,0.3333333333333333,1.25
3,11,mid,emergency_walkin,Emergency Walk-in,5,13,6,29,0.4482758620689655,1.0833333333333333,999.0
3,11,mid,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,11,mid,surgery,Surgical Care,1,4,1,5,0.8,2.0,999.0
3,11,mid,critical_care,Critical Care,2,4,1,5,0.8,2.0,999.0
3,11,mid,step_down,Step Down,3,5,3,6,0.8333333333333334,0.8333333333333334,12.500000000000004
3,12,mid,emergency_walkin,Emergency Walk-in,6,14,6,29,0.4827586206896552,1.1666666666666667,999.0
3,12,mid,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,12,mid,surgery,Surgical Care,2,5,1,5,1.0,2.5,999.0
3,12,mid,critical_care,Critical Care,1,4,1,5,0.8,2.0,999.0
3,12,mid,step_down,Step Down,0,3,3,6,0.5,0.5,2.5
3,13,mid,emergency_walkin,Emergency Walk-in,5,14,6,29,0.4827586206896552,1.1666666666666667,999.0
3,13,mid,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,13,mid,surgery,Surgical Care,2,5,1,5,1.0,2.5,999.0
3,13,mid,critical_care,Critical Care,0,3,1,5,0.6,1.5,999.0
3,13,mid,step_down,Step Down,0,2,3,6,0.3333333333333333,0.3333333333333333,1.25
3,14,mid,emergency_walkin,Emergency Walk-in,4,13,6,29,0.4482758620689655,1.0833333333333333,999.0
3,14,mid,emergency_ambulance,Emergency Ambulance,1,3,1,6,0.5,1.5,999.0
3,14,mid,surgery,Surgical Care,2,5,1,5,1.0,2.5,999.0
3,14,mid,critical_care,Critical Care,0,2,1,5,0.4,1.0,999.0
3,14,mid,step_down,Step Down,0,2,3,6,0.3333333333333333,0.3333333333333333,1.25
3,15,mid,emergency_walkin,Emergency Walk-in,7,15,6,29,0.5172413793103449,1.25,999.0
3,15,mid,emergency_ambulance,Emergency Ambulance,0,2,1,6,0.3333333333333333,1.0,999.0
3,15,mid,surgery,Surgical Care,1,4,1,5,0.8,2.0,999.0
3,15,mid,critical_care,Critical Care,1,3,1,5,0.6,1.5,999.0
3,15,mid,step_down,Step Down,0,2,3,6,0.3333333333333333,0.3333333333333333,1.25
3,16,mid,emergency_walkin,Emergency Walk-in,7,16,6,29,0.5517241379310345,1.3333333333333333,999.0
3,16,mid,emergency_ambulance,Emergency Ambulance,1,3,1,6,0.5,1.5,999.0
3,16,mid,surgery,Surgical Care,1,4,1,5,0.8,2.0,999.0
3,16,mid,critical_care,Critical Care,0,2,1,5,0.4,1.0,999.0
3,16,mid,step_down,Step Down,0,2,3,6,0.3333333333333333,0.3333333333333333,1.25
3,17,late,emergency_walkin,Emergency Walk-in,7,17,7,32,0.53125,1.2142857142857142,999.0
3,17,late,emergency_ambulance,Emergency Ambulance,0,2,1,5,0.4,1.0,999.0
