replication,hour,phase,dept,dept_name,arrivals,patients,staff,beds,bed_util,staff_util,wait
1,6,early,emergency_ambulance,Emergency Ambulance,2,4,2,10,0.4,1.0,999.0
1,6,early,surgery,Surgical Care,1,3,2,8,0.375,0.75,11.25
1,6,early,critical_care,Critical Care,1,1,2,6,0.16666666666666666,0.25,1.25
1,6,early,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
1,7,early,emergency_walkin,Emergency Walk-in,5,12,2,15,0.8,3.0,999.0
1,7,early,emergency_ambulance,Emergency Ambulance,2,5,2,10,0.5,1.25,999.0
1,7,early,surgery,Surgical Care,1,3,2,8,0.375,0.75,11.25
1,7,early,critical_care,Critical Care,2,3,2,6,0.5,0.75,11.25
1,7,early,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
1,8,early,emergency_walkin,Emergency Walk-in,3,11,2,15,0.7333333333333333,2.75,999.0
1,8,early,emergency_ambulance,Emergency Ambulance,0,3,2,10,0.3,0.75,11.25
1,8,early,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
1,8,early,critical_care,Critical Care,1,3,2,6,0.5,0.75,11.25
1,8,early,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
1,9,mid,emergency_walkin,Emergency Walk-in,5,12,2,15,0.8,3.0,999.0
1,9,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
1,9,mid,surgery,Surgical Care,3,5,2,8,0.625,1.25,999.0
1,9,mid,critical_care,Critical Care,2,4,2,6,0.6666666666666666,1.0,999.0
1,9,mid,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
1,10,mid,emergency_walkin,Emergency Walk-in,7,15,2,15,1.0,3.75,999.0
1,10,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
1,10,mid,surgery,Surgical Care,2,5,2,8,0.625,1.25,999.0
1,10,mid,critical_care,Critical Care,0,3,2,6,0.5,0.75,11.25
1,10,mid,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
1,11,mid,emergency_walkin,Emergency Walk-in,6,15,2,15,1.0,3.75,999.0
1,11,mid,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
1,11,mid,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
1,11,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,11,mid,step_down,Step Down,2,4,2,12,0.3333333333333333,1.0,999.0
1,12,mid,emergency_walkin,Emergency Walk-in,5,14,2,15,0.9333333333333333,3.5,999.0
1,12,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
1,12,mid,surgery,Surgical Care,4,6,2,8,0.75,1.5,999.0
1,12,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,12,mid,step_down,Step Down,2,5,2,12,0.4166666666666667,1.25,999.0
1,13,mid,emergency_walkin,Emergency Walk-in,4,13,2,15,0.8666666666666667,3.25,999.0
1,13,mid,emergency_ambulance,Emergency Ambulance,2,4,2,10,0.4,1.0,999.0
1,13,mid,surgery,Surgical Care,1,5,2,8,0.625,1.25,999.0
1,13,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,13,mid,step_down,Step Down,2,5,2,12,0.4166666666666667,1.25,999.0
1,14,mid,emergency_walkin,Emergency Walk-in,4,12,2,15,0.8,3.0,999.0
1,14,mid,emergency_ambulance,Emergency Ambulance,0,3,2,10,0.3,0.75,11.25
1,14,mid,surgery,Surgical Care,2,5,2,8,0.625,1.25,999.0
1,14,mid,critical_care,Critical Care,1,3,2,6,0.5,0.75,11.25
1,14,mid,step_down,Step Down,0,3,2,12,0.25,0.75,11.25
1,15,mid,emergency_walkin,Emergency Walk-in,8,16,2,15,1.0666666666666667,4.0,999.0
1,15,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
1,15,mid,surgery,Surgical Care,3,6,2,8,0.75,1.5,999.0
1,15,mid,critical_care,Critical Care,2,4,2,6,0.6666666666666666,1.0,999.0
1,15,mid,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
1,16,mid,emergency_walkin,Emergency Walk-in,3,13,2,15,0.8666666666666667,3.25,999.0
1,16,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
1,16,mid,surgery,Surgical Care,3,7,2,8,0.875,1.75,999.0
1,16,mid,critical_care,Critical Care,0,3,2,6,0.5,0.75,11.25
1,16,mid,step_down,Step Down,2,4,2,12,0.3333333333333333,1.0,999.0
1,17,late,emergency_walkin,Emergency Walk-in,2,10,2,15,0.6666666666666666,2.5,999.0
1,17,late,emergency_ambulance,Emergency Ambulance,3,5,2,10,0.5,1.25,999.0
1,17,late,surgery,Surgical Care,1,6,2,8,0.75,1.5,999.0
1,17,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,17,late,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
1,18,late,emergency_walkin,Emergency Walk-in,8,14,2,15,0.9333333333333333,3.5,999.0
1,18,late,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
1,18,late,surgery,Surgical Care,0,4,2,8,0.5,1.0,999.0
1,18,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,18,late,step_down,Step Down,2,5,2,12,0.4166666666666667,1.25,999.0
1,19,late,emergency_walkin,Emergency Walk-in,8,17,2,15,1.1333333333333333,4.25,999.0
1,19,late,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
1,19,late,surgery,Surgical Care,1,4,2,8,0.5,1.0,999.0
1,19,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,19,late,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
1,20,late,emergency_walkin,Emergency Walk-in,4,15,2,15,1.0,3.75,999.0
1,20,late,emergency_ambulance,Emergency Ambulance,0,3,2,10,0.3,0.75,11.25
1,20,late,surgery,Surgical Care,1,4,2,8,0.5,1.0,999.0
1,20,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,20,late,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
1,21,late,emergency_walkin,Emergency Walk-in,1,10,2,15,0.6666666666666666,2.5,999.0
1,21,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
1,21,late,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
1,21,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
1,21,late,step_down,Step Down,3,6,2,12,0.5,1.5,999.0
1,22,late,emergency_walkin,Emergency Walk-in,5,11,2,15,0.7333333333333333,2.75,999.0
1,22,late,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
1,22,late,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
1,22,late,critical_care,Critical Care,4,6,2,6,1.0,1.5,999.0
1,22,late,step_down,Step Down,2,6,2,12,0.5,1.5,999.0
1,23,late,emergency_walkin,Emergency Walk-in,5,12,2,15,0.8,3.0,999.0
1,23,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
1,23,late,surgery,Surgical Care,2,4,2,8,0.5,1.0,999.0
1,23,late,critical_care,Critical Care,0,4,2,6,0.6666666666666666,1.0,999.0
1,23,late,step_down,Step Down,0,4,2,12,0.3333333333333333,1.0,999.0
1,24,late,emergency_walkin,Emergency Walk-in,3,11,2,15,0.7333333333333333,2.75,999.0
1,24,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
1,24,late,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
1,24,late,critical_care,Critical Care,0,3,2,6,0.5,0.75,11.25
1,24,late,step_down,Step Down,3,6,2,12,0.5,1.5,999.0
2,1,early,emergency_walkin,Emergency Walk-in,1,1,2,15,0.06666666666666667,0.25,1.25
2,1,early,emergency_ambulance,Emergency Ambulance,1,1,2,10,0.1,0.25,1.25
2,1,early,surgery,Surgical Care,1,1,2,8,0.125,0.25,1.25
2,1,early,critical_care,Critical Care,0,0,2,6,0.0,0.0,0.0
2,1,early,step_down,Step Down,1,1,2,12,0.08333333333333333,0.25,1.25
2,2,early,emergency_walkin,Emergency Walk-in,4,5,2,15,0.3333333333333333,1.25,999.0
2,2,early,emergency_ambulance,Emergency Ambulance,0,1,2,10,0.1,0.25,1.25
2,2,early,surgery,Surgical Care,1,2,2,8,0.25,0.5,3.75
2,2,early,critical_care,Critical Care,0,0,2,6,0.0,0.0,0.0
2,2,early,step_down,Step Down,1,2,2,12,0.16666666666666666,0.5,3.75
2,3,early,emergency_walkin,Emergency Walk-in,1,4,2,15,0.26666666666666666,1.0,999.0
2,3,early,emergency_ambulance,Emergency Ambulance,1,2,2,10,0.2,0.5,3.75
2,3,early,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
2,3,early,critical_care,Critical Care,0,0,2,6,0.0,0.0,0.0
2,3,early,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
2,4,early,emergency_walkin,Emergency Walk-in,6,9,2,15,0.6,2.25,999.0
2,4,early,emergency_ambulance,Emergency Ambulance,3,5,2,10,0.5,1.25,999.0
2,4,early,surgery,Surgical Care,3,5,2,8,0.625,1.25,999.0
2,4,early,critical_care,Critical Care,1,1,2,6,0.16666666666666666,0.25,1.25
2,4,early,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
2,5,early,emergency_walkin,Emergency Walk-in,5,11,2,15,0.7333333333333333,2.75,999.0
2,5,early,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
2,5,early,surgery,Surgical Care,1,4,2,8,0.5,1.0,999.0
2,5,early,critical_care,Critical Care,0,1,2,6,0.16666666666666666,0.25,1.25
2,5,early,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
2,6,early,emergency_walkin,Emergency Walk-in,5,12,2,15,0.8,3.0,999.0
2,6,early,emergency_ambulance,Emergency Ambulance,4,7,2,10,0.7,1.75,999.0
2,6,early,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
2,6,early,critical_care,Critical Care,1,2,2,6,0.3333333333333333,0.5,3.75
2,6,early,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
2,7,early,emergency_walkin,Emergency Walk-in,3,11,2,15,0.7333333333333333,2.75,999.0
2,7,early,emergency_ambulance,Emergency Ambulance,0,5,2,10,0.5,1.25,999.0
2,7,early,surgery,Surgical Care,2,4,2,8,0.5,1.0,999.0
2,7,early,critical_care,Critical Care,1,3,2,6,0.5,0.75,11.25
2,7,early,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
2,8,early,emergency_walkin,Emergency Walk-in,3,10,2,15,0.6666666666666666,2.5,999.0
2,8,early,emergency_ambulance,Emergency Ambulance,0,3,2,10,0.3,0.75,11.25
2,8,early,surgery,Surgical Care,3,6,2,8,0.75,1.5,999.0
2,8,early,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,8,early,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
2,9,mid,emergency_walkin,Emergency Walk-in,7,13,2,15,0.8666666666666667,3.25,999.0
2,9,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
2,9,mid,surgery,Surgical Care,2,6,2,8,0.75,1.5,999.0
2,9,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,9,mid,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
2,10,mid,emergency_walkin,Emergency Walk-in,8,16,2,15,1.0666666666666667,4.0,999.0
2,10,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
2,10,mid,surgery,Surgical Care,0,4,2,8,0.5,1.0,999.0
2,10,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,10,mid,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
2,11,mid,emergency_walkin,Emergency Walk-in,3,13,2,15,0.8666666666666667,3.25,999.0
2,11,mid,emergency_ambulance,Emergency Ambulance,2,4,2,10,0.4,1.0,999.0
2,11,mid,surgery,Surgical Care,1,4,2,8,0.5,1.0,999.0
2,11,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,11,mid,step_down,Step Down,2,4,2,12,0.3333333333333333,1.0,999.0
2,12,mid,emergency_walkin,Emergency Walk-in,3,11,2,15,0.7333333333333333,2.75,999.0
2,12,mid,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
2,12,mid,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
2,12,mid,critical_care,Critical Care,2,4,2,6,0.6666666666666666,1.0,999.0
2,12,mid,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
2,13,mid,emergency_walkin,Emergency Walk-in,3,10,2,15,0.6666666666666666,2.5,999.0
2,13,mid,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
2,13,mid,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
2,13,mid,critical_care,Critical Care,1,4,2,6,0.6666666666666666,1.0,999.0
2,13,mid,step_down,Step Down,0,3,2,12,0.25,0.75,11.25
2,14,mid,emergency_walkin,Emergency Walk-in,10,16,2,15,1.0666666666666667,4.0,999.0
2,14,mid,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
2,14,mid,surgery,Surgical Care,2,4,2,8,0.5,1.0,999.0
2,14,mid,critical_care,Critical Care,1,4,2,6,0.6666666666666666,1.0,999.0
2,14,mid,step_down,Step Down,2,4,2,12,0.3333333333333333,1.0,999.0
2,15,mid,emergency_walkin,Emergency Walk-in,5,15,2,15,1.0,3.75,999.0
2,15,mid,emergency_ambulance,Emergency Ambulance,0,3,2,10,0.3,0.75,11.25
2,15,mid,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
2,15,mid,critical_care,Critical Care,0,3,2,6,0.5,0.75,11.25
2,15,mid,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
2,16,mid,emergency_walkin,Emergency Walk-in,5,14,2,15,0.9333333333333333,3.5,999.0
2,16,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
2,16,mid,surgery,Surgical Care,1,3,2,8,0.375,0.75,11.25
2,16,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,16,mid,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
2,17,late,emergency_walkin,Emergency Walk-in,6,15,2,15,1.0,3.75,999.0
2,17,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
2,17,late,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
2,17,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,17,late,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
2,18,late,emergency_walkin,Emergency Walk-in,2,11,2,15,0.7333333333333333,2.75,999.0
2,18,late,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
2,18,late,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
2,18,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,18,late,step_down,Step Down,2,5,2,12,0.4166666666666667,1.25,999.0
2,19,late,emergency_walkin,Emergency Walk-in,6,13,2,15,0.8666666666666667,3.25,999.0
2,19,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
2,19,late,surgery,Surgical Care,1,3,2,8,0.375,0.75,11.25
2,19,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,19,late,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
2,20,late,emergency_walkin,Emergency Walk-in,2,10,2,15,0.6666666666666666,2.5,999.0
2,20,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
2,20,late,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
2,20,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,20,late,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
2,21,late,emergency_walkin,Emergency Walk-in,7,13,2,15,0.8666666666666667,3.25,999.0
2,21,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
2,21,late,surgery,Surgical Care,2,4,2,8,0.5,1.0,999.0
2,21,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,21,late,step_down,Step Down,5,8,2,12,0.6666666666666666,2.0,999.0
2,22,late,emergency_walkin,Emergency Walk-in,5,13,2,15,0.8666666666666667,3.25,999.0
2,22,late,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
2,22,late,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
2,22,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,22,late,step_down,Step Down,0,5,2,12,0.4166666666666667,1.25,999.0
2,23,late,emergency_walkin,Emergency Walk-in,4,12,2,15,0.8,3.0,999.0
2,23,late,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
2,23,late,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
2,23,late,critical_care,Critical Care,1,3,2,6,0.5,0.75,11.25
2,23,late,step_down,Step Down,0,3,2,12,0.25,0.75,11.25
2,24,late,emergency_walkin,Emergency Walk-in,4,12,2,15,0.8,3.0,999.0
2,24,late,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
2,24,late,surgery,Surgical Care,4,6,2,8,0.75,1.5,999.0
2,24,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
2,24,late,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
3,1,early,emergency_walkin,Emergency Walk-in,6,6,2,15,0.4,1.5,999.0
3,1,early,emergency_ambulance,Emergency Ambulance,0,0,2,10,0.0,0.0,0.0
3,1,early,surgery,Surgical Care,0,0,2,8,0.0,0.0,0.0
3,1,early,critical_care,Critical Care,0,0,2,6,0.0,0.0,0.0
3,1,early,step_down,Step Down,1,1,2,12,0.08333333333333333,0.25,1.25
3,2,early,emergency_walkin,Emergency Walk-in,6,10,2,15,0.6666666666666666,2.5,999.0
3,2,early,emergency_ambulance,Emergency Ambulance,2,2,2,10,0.2,0.5,3.75
3,2,early,surgery,Surgical Care,1,1,2,8,0.125,0.25,1.25
3,2,early,critical_care,Critical Care,0,0,2,6,0.0,0.0,0.0
3,2,early,step_down,Step Down,0,1,2,12,0.08333333333333333,0.25,1.25
3,3,early,emergency_walkin,Emergency Walk-in,4,10,2,15,0.6666666666666666,2.5,999.0
3,3,early,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
3,3,early,surgery,Surgical Care,3,4,2,8,0.5,1.0,999.0
3,3,early,critical_care,Critical Care,1,1,2,6,0.16666666666666666,0.25,1.25
3,3,early,step_down,Step Down,3,4,2,12,0.3333333333333333,1.0,999.0
3,4,early,emergency_walkin,Emergency Walk-in,8,14,2,15,0.9333333333333333,3.5,999.0
3,4,early,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
3,4,early,surgery,Surgical Care,3,6,2,8,0.75,1.5,999.0
3,4,early,critical_care,Critical Care,0,1,2,6,0.16666666666666666,0.25,1.25
3,4,early,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
3,5,early,emergency_walkin,Emergency Walk-in,4,13,2,15,0.8666666666666667,3.25,999.0
3,5,early,emergency_ambulance,Emergency Ambulance,2,4,2,10,0.4,1.0,999.0
3,5,early,surgery,Surgical Care,1,5,2,8,0.625,1.25,999.0
3,5,early,critical_care,Critical Care,1,2,2,6,0.3333333333333333,0.5,3.75
3,5,early,step_down,Step Down,0,3,2,12,0.25,0.75,11.25
3,6,early,emergency_walkin,Emergency Walk-in,2,10,2,15,0.6666666666666666,2.5,999.0
3,6,early,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
3,6,early,surgery,Surgical Care,3,6,2,8,0.75,1.5,999.0
3,6,early,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
3,6,early,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
3,7,early,emergency_walkin,Emergency Walk-in,4,10,2,15,0.6666666666666666,2.5,999.0
3,7,early,emergency_ambulance,Emergency Ambulance,2,5,2,10,0.5,1.25,999.0
3,7,early,surgery,Surgical Care,0,4,2,8,0.5,1.0,999.0
3,7,early,critical_care,Critical Care,1,3,2,6,0.5,0.75,11.25
3,7,early,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
3,8,early,emergency_walkin,Emergency Walk-in,4,10,2,15,0.6666666666666666,2.5,999.0
3,8,early,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
3,8,early,surgery,Surgical Care,1,4,2,8,0.5,1.0,999.0
3,8,early,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
3,8,early,step_down,Step Down,0,2,2,12,0.16666666666666666,0.5,3.75
3,9,mid,emergency_walkin,Emergency Walk-in,7,13,2,15,0.8666666666666667,3.25,999.0
3,9,mid,emergency_ambulance,Emergency Ambulance,2,5,2,10,0.5,1.25,999.0
3,9,mid,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
3,9,mid,critical_care,Critical Care,2,4,2,6,0.6666666666666666,1.0,999.0
3,9,mid,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
3,10,mid,emergency_walkin,Emergency Walk-in,3,11,2,15,0.7333333333333333,2.75,999.0
3,10,mid,emergency_ambulance,Emergency Ambulance,1,4,2,10,0.4,1.0,999.0
3,10,mid,surgery,Surgical Care,1,3,2,8,0.375,0.75,11.25
3,10,mid,critical_care,Critical Care,2,5,2,6,0.8333333333333334,1.25,999.0
3,10,mid,step_down,Step Down,1,3,2,12,0.25,0.75,11.25
3,11,mid,emergency_walkin,Emergency Walk-in,7,14,2,15,0.9333333333333333,3.5,999.0
3,11,mid,emergency_ambulance,Emergency Ambulance,0,3,2,10,0.3,0.75,11.25
3,11,mid,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
3,11,mid,critical_care,Critical Care,0,3,2,6,0.5,0.75,11.25
3,11,mid,step_down,Step Down,5,7,2,12,0.5833333333333334,1.75,999.0
3,12,mid,emergency_walkin,Emergency Walk-in,10,19,2,15,1.2666666666666666,4.75,999.0
3,12,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
3,12,mid,surgery,Surgical Care,2,4,2,8,0.5,1.0,999.0
3,12,mid,critical_care,Critical Care,1,3,2,6,0.5,0.75,11.25
3,12,mid,step_down,Step Down,0,5,2,12,0.4166666666666667,1.25,999.0
3,13,mid,emergency_walkin,Emergency Walk-in,5,17,2,15,1.1333333333333333,4.25,999.0
3,13,mid,emergency_ambulance,Emergency Ambulance,1,3,2,10,0.3,0.75,11.25
3,13,mid,surgery,Surgical Care,0,3,2,8,0.375,0.75,11.25
3,13,mid,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
3,13,mid,step_down,Step Down,1,4,2,12,0.3333333333333333,1.0,999.0
3,14,mid,emergency_walkin,Emergency Walk-in,6,17,2,15,1.1333333333333333,4.25,999.0
3,14,mid,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
3,14,mid,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
3,14,mid,critical_care,Critical Care,3,5,2,6,0.8333333333333334,1.25,999.0
3,14,mid,step_down,Step Down,2,5,2,12,0.4166666666666667,1.25,999.0
3,15,mid,emergency_walkin,Emergency Walk-in,7,18,2,15,1.2,4.5,999.0
3,15,mid,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
3,15,mid,surgery,Surgical Care,0,2,2,8,0.25,0.5,3.75
3,15,mid,critical_care,Critical Care,0,3,2,6,0.5,0.75,11.25
3,15,mid,step_down,Step Down,3,6,2,12,0.5,1.5,999.0
3,16,mid,emergency_walkin,Emergency Walk-in,6,17,2,15,1.1333333333333333,4.25,999.0
3,16,mid,emergency_ambulance,Emergency Ambulance,2,4,2,10,0.4,1.0,999.0
3,16,mid,surgery,Surgical Care,3,5,2,8,0.625,1.25,999.0
3,16,mid,critical_care,Critical Care,1,3,2,6,0.5,0.75,11.25
3,16,mid,step_down,Step Down,2,6,2,12,0.5,1.5,999.0
3,17,late,emergency_walkin,Emergency Walk-in,3,14,2,15,0.9333333333333333,3.5,999.0
3,17,late,emergency_ambulance,Emergency Ambulance,0,3,2,10,0.3,0.75,11.25
3,17,late,surgery,Surgical Care,1,4,2,8,0.5,1.0,999.0
3,17,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
3,17,late,step_down,Step Down,1,5,2,12,0.4166666666666667,1.25,999.0
3,18,late,emergency_walkin,Emergency Walk-in,4,13,2,15,0.8666666666666667,3.25,999.0
3,18,late,emergency_ambulance,Emergency Ambulance,0,2,2,10,0.2,0.5,3.75
3,18,late,surgery,Surgical Care,1,4,2,8,0.5,1.0,999.0
3,18,late,critical_care,Critical Care,0,2,2,6,0.3333333333333333,0.5,3.75
3,18,late,step_down,Step Down,0,3,2,12,0.25,0.75,11.25
3,19,late,emergency_walkin,Emergency Walk-in,1,9,2,15,0.6,2.25,999.0
